"R_anti_pad [um]","Freq [GHz]","dB(St(Trace_out_L1_T1,Trace_out_L1_T1)) []","dB(St(Trace_out_L1_T2,Trace_out_L1_T1)) []"
400,11.17,-12.891755158179,-1.89621505565837
400,11.18,-12.8799146739506,-1.89995595546741
400,11.19,-12.8680850284484,-1.90370278874283
400,11.2,-12.8562662479527,-1.90745555982561
400,11.21,-12.8444583587375,-1.91121427301733
400,11.22,-12.8326613870696,-1.91497893257984
400,11.23,-12.8208753592088,-1.91874954273428
400,11.24,-12.8091003014074,-1.92252610766153
400,11.25,-12.7973362399102,-1.92630863150144
400,11.26,-12.7855832009541,-1.93009711835245
400,11.27,-12.7738412107682,-1.93389157227111
400,11.28,-12.7621102955731,-1.93769199727239
400,11.29,-12.7503904815814,-1.94149839732852
400,11.3,-12.7386817949967,-1.94531077636841
400,11.31,-12.7269842620141,-1.94912913827849
400,11.32,-12.7152979088197,-1.952953486901
400,11.33,-12.7036227615903,-1.95678382603469
400,11.34,-12.6919588464936,-1.96062015943367
400,11.35,-12.6803061896874,-1.96446249080681
400,11.36,-12.6686648173201,-1.96831082381874
400,11.37,-12.6570347555301,-1.97216516208755
400,11.38,-12.6454160304458,-1.97602550918636
400,11.39,-12.6338086681853,-1.97989186864112
400,11.4,-12.6222126948563,-1.98376424393167
400,11.41,-12.610628136556,-1.98764263848989
400,11.42,-12.5990550193707,-1.99152705570097
400,11.43,-12.587493369376,-1.9954174989014
400,11.44,-12.5759432126362,-1.99931397137965
400,11.45,-12.5644045752046,-2.00321647637545
400,11.46,-12.552877483123,-2.00712501707945
400,11.47,-12.5413619624217,-2.01103959663227
400,11.48,-12.5298580391192,-2.01496021812453
400,11.49,-12.5183657392223,-2.01888688459663
400,11.5,-12.5068850887257,-2.02281959903792
400,11.51,-12.495416113612,-2.02675836438697
400,11.52,-12.4839588398516,-2.03070318352957
400,11.53,-12.4725132934022,-2.03465405930091
400,11.54,-12.4610795002093,-2.03861099448163
400,11.55,-12.4496574862054,-2.04257399180112
400,11.56,-12.4382472773102,-2.04654305393402
400,11.57,-12.4268488994307,-2.05051818350196
400,11.58,-12.4154623784603,-2.05449938307181
400,11.59,-12.4040877402796,-2.05848665515584
400,11.6,-12.3927250107556,-2.06248000221102
400,11.61,-12.3813742157417,-2.06647942663864
400,11.62,-12.370035381078,-2.07048493078361
400,11.63,-12.3587085325905,-2.07449651693528
400,11.64,-12.3473936960915,-2.07851418732449
400,11.65,-12.3360908973794,-2.08253794412579
400,11.66,-12.3248001622382,-2.08656778945532
400,11.67,-12.3135215164379,-2.09060372537081
400,11.68,-12.302254985734,-2.09464575387124
400,11.69,-12.2910005958677,-2.09869387689628
400,11.7,-12.2797583725654,-2.10274809632591
400,11.71,-12.2685283415391,-2.10680841397942
400,11.72,-12.2573105284857,-2.11087483161594
400,11.73,-12.2461049590875,-2.11494735093299
400,11.74,-12.2349116590114,-2.11902597356683
400,11.75,-12.2237306539096,-2.12311070109086
400,11.76,-12.2125619694187,-2.12720153501667
400,11.77,-12.2014056311603,-2.13129847679213
400,11.78,-12.1902616647404,-2.13540152780162
400,11.79,-12.1791300957494,-2.13951068936583
400,11.8,-12.1680109497624,-2.14362596274018
400,11.81,-12.1569042523383,-2.14774734911542
400,11.82,-12.1458100290206,-2.15187484961696
400,11.83,-12.1347283053366,-2.15600846530349
400,11.84,-12.123659106798,-2.16014819716765
400,11.85,-12.1126024588998,-2.16429404613499
400,11.86,-12.1015583871214,-2.16844601306302
400,11.87,-12.0905269169255,-2.1726040987417
400,11.88,-12.0795080737587,-2.17676830389216
400,11.89,-12.0685018830511,-2.18093862916624
400,11.9,-12.0575083702161,-2.18511507514666
400,11.91,-12.0465275606506,-2.18929764234545
400,11.92,-12.0355594797349,-2.19348633120385
400,11.93,-12.0246041528322,-2.19768114209292
400,11.94,-12.0136616052892,-2.20188207531112
400,11.95,-12.0027318624354,-2.20608913108476
400,11.96,-11.9918149495833,-2.21030230956746
400,11.97,-11.9809108920284,-2.21452161083966
400,11.98,-11.9700197150488,-2.21874703490825
400,11.99,-11.9591414439055,-2.22297858170517
400,12,-11.9482761038422,-2.22721625108784
400,12.01,-11.9374237200849,-2.23146004283773
400,12.02,-11.9265843178424,-2.2357099566611
400,12.03,-11.9157579223058,-2.23996599218743
400,12.04,-11.9049445586486,-2.2442281489682
400,12.05,-11.8941442520264,-2.24849642647858
400,12.06,-11.8833570275773,-2.25277082411479
400,12.07,-11.8725829104213,-2.25705134119429
400,12.08,-11.8618219256606,-2.26133797695552
400,12.09,-11.8510740983792,-2.26563073055681
400,12.1,-11.8403394536434,-2.26992960107642
400,12.11,-11.829618016501,-2.27423458751116
400,12.12,-11.8189098119817,-2.27854568877656
400,12.13,-11.808214865097,-2.28286290370566
400,12.14,-11.7975332008398,-2.28718623104956
400,12.15,-11.7868648441851,-2.29151566947471
400,12.16,-11.7762098200887,-2.29585121756498
400,12.17,-11.7655681534885,-2.3001928738193
400,12.18,-11.7549398693034,-2.30454063665173
400,12.19,-11.7443249924338,-2.30889450438976
400,12.2,-11.7337235477612,-2.3132544752762
400,12.21,-11.7231355601485,-2.31762054746626
400,12.22,-11.7125610544395,-2.32199271902702
400,12.23,-11.7020000554592,-2.32637098793918
400,12.24,-11.6914525880135,-2.33075535209336
400,12.25,-11.6809186768894,-2.33514580929167
400,12.26,-11.6703983468546,-2.33954235724649
400,12.27,-11.6598916226576,-2.34394499357945
400,12.28,-11.6493985290279,-2.34835371582132
400,12.29,-11.6389190906752,-2.35276852141135
400,12.3,-11.6284533322904,-2.35718940769591
400,12.31,-11.6180012785444,-2.36161637192945
400,12.32,-11.6075629540889,-2.36604941127219
400,12.33,-11.5971383835561,-2.3704885227909
400,12.34,-11.5867275915583,-2.37493370345671
400,12.35,-11.5763306026883,-2.37938495014626
400,12.36,-11.5659474415191,-2.38384225963965
400,12.37,-11.5555781326037,-2.38830562862016
400,12.38,-11.5452227004754,-2.39277505367475
400,12.39,-11.5348811696477,-2.3972505312917
400,12.4,-11.5245535646136,-2.40173205786051
400,12.41,-11.5142399098465,-2.4062196296722
400,12.42,-11.5039402297994,-2.41071324291765
400,12.43,-11.4936545489053,-2.41521289368728
400,12.44,-11.4833828915766,-2.41971857797016
400,12.45,-11.4731252822057,-2.42423029165369
400,12.46,-11.4628817451645,-2.42874803052321
400,12.47,-11.4526523048042,-2.4332717902604
400,12.48,-11.442436985456,-2.43780156644337
400,12.49,-11.4322358114299,-2.44233735454584
400,12.5,-11.4220488070157,-2.44687914993663
400,12.51,-11.4118759964823,-2.45142694787838
400,12.52,-11.4017174040777,-2.45598074352759
400,12.53,-11.3915730540293,-2.46054053193309
400,12.54,-11.3814429705434,-2.46510630803707
400,12.55,-11.3713271778053,-2.46967806667207
400,12.56,-11.3612256999793,-2.47425580256246
400,12.57,-11.3511385612086,-2.47883951032201
400,12.58,-11.3410657856151,-2.48342918445368
400,12.59,-11.3310073972996,-2.48802481935073
400,12.6,-11.3209634203413,-2.49262640929323
400,12.61,-11.3109338787983,-2.49723394844889
400,12.62,-11.3009187967069,-2.50184743087209
400,12.63,-11.2909181980822,-2.50646685050388
400,12.64,-11.2809321069173,-2.5110922011693
400,12.65,-11.2709605471839,-2.51572347657947
400,12.66,-11.2610035428319,-2.52036067032838
400,12.67,-11.251061117789,-2.52500377589347
400,12.68,-11.2411332959615,-2.52965278663507
400,12.69,-11.2312201012334,-2.53430769579487
400,12.7,-11.2213215574666,-2.53896849649538
400,12.71,-11.2114376885009,-2.54363518173964
400,12.72,-11.201568518154,-2.54830774441089
400,12.73,-11.191714070221,-2.55298617727005
400,12.74,-11.1818743684749,-2.5576704729571
400,12.75,-11.1720494366661,-2.56236062398893
400,12.76,-11.1622392985224,-2.5670566227599
400,12.77,-11.1524439777491,-2.57175846153943
400,12.78,-11.1426634980285,-2.57646613247183
400,12.79,-11.1328978830204,-2.5811796275778
400,12.8,-11.1231471563615,-2.58589893874962
400,12.81,-11.1134113416657,-2.59062405775423
400,12.82,-11.1036904625237,-2.59535497622926
400,12.83,-11.093984542503,-2.60009168568492
400,12.84,-11.0842936051479,-2.60483417750208
400,12.85,-11.0746176739796,-2.60958244293118
400,12.86,-11.0649567724953,-2.6143364730919
400,12.87,-11.0553109241694,-2.61909625897287
400,12.88,-11.0456801524519,-2.62386179143004
400,12.89,-11.0360644807699,-2.62863306118676
400,12.9,-11.0264639325259,-2.63341005883166
400,12.91,-11.0168785310992,-2.63819277481968
400,12.92,-11.0073082998445,-2.64298119947048
400,12.93,-10.9977532620927,-2.64777532296615
400,12.94,-10.9882134411505,-2.65257513535396
400,12.95,-10.9786888603002,-2.65738062654228
400,12.96,-10.9691795427997,-2.66219178630089
400,12.97,-10.9596855118824,-2.66700860426102
400,12.98,-10.950206790757,-2.67183106991399
400,12.99,-10.9407434026075,-2.67665917260883
400,13,-10.9312953705931,-2.68149290155469
400,13.01,-10.921862717848,-2.68633224581765
400,13.02,-10.9124454674814,-2.69117719432064
400,13.03,-10.9030436425771,-2.69602773584257
400,13.04,-10.8936572661938,-2.70088385901817
400,13.05,-10.8842863613648,-2.70574555233521
400,13.06,-10.8749309510977,-2.71061280413686
400,13.07,-10.8655910583746,-2.71548560261808
400,13.08,-10.8562667061518,-2.72036393582573
400,13.09,-10.8469579173597,-2.72524779165869
400,13.1,-10.8376647149025,-2.7301371578654
400,13.11,-10.8283871216586,-2.73503202204493
400,13.12,-10.8191251604799,-2.73993237164419
400,13.13,-10.8098788541918,-2.7448381939581
400,13.14,-10.8006482255935,-2.74974947612969
400,13.15,-10.7914332974572,-2.75466620514783
400,13.16,-10.7822340925285,-2.75958836784652
400,13.17,-10.7730506335261,-2.76451595090512
400,13.18,-10.7638829431415,-2.76944894084579
400,13.19,-10.7547310440391,-2.77438732403559
400,13.2,-10.7455949588558,-2.77933108668206
400,13.21,-10.7364747102012,-2.78428021483506
400,13.22,-10.7273703206573,-2.78923469438513
400,13.23,-10.718281812778,-2.79419451106137
400,13.24,-10.7092092090897,-2.79915965043394
400,13.25,-10.7001525320905,-2.80413009790915
400,13.26,-10.6911118042503,-2.80910583873068
400,13.27,-10.6820870480106,-2.81408685798074
400,13.28,-10.6730782857845,-2.81907314057369
400,13.29,-10.6640855399564,-2.82406467126156
400,13.3,-10.6551088328817,-2.82906143462916
400,13.31,-10.646148186887,-2.83406341509426
400,13.32,-10.6372036242696,-2.83907059690672
400,13.33,-10.6282751672977,-2.8440829641479
400,13.34,-10.6193628382098,-2.84910050073005
400,13.35,-10.6104666592148,-2.8541231903939
400,13.36,-10.6015866524918,-2.85915101671068
400,13.37,-10.5927228401899,-2.86418396307856
400,13.38,-10.5838752444282,-2.86922201272278
400,13.39,-10.5750438872952,-2.87426514869493
400,13.4,-10.5662287908492,-2.87931335387185
400,13.41,-10.5574299771174,-2.88436661095536
400,13.42,-10.5486474680966,-2.88942490247062
400,13.43,-10.5398812857523,-2.8944882107655
400,13.44,-10.5311314520188,-2.89955651801048
400,13.45,-10.5223979887989,-2.90462980619559
400,13.46,-10.513680917964,-2.90970805713324
400,13.47,-10.5049802613536,-2.91479125245356
400,13.48,-10.4962960407751,-2.91987937360549
400,13.49,-10.4876282780041,-2.9249724018564
400,13.5,-10.4789769947834,-2.93007031828971
400,13.51,-10.4703422128234,-2.93517310380486
400,13.52,-10.4617239538018,-2.94028073911627
400,13.53,-10.4531222393633,-2.9453932047531
400,13.54,-10.4445370911194,-2.95051048105654
400,13.55,-10.4359685306482,-2.95563254818227
400,13.56,-10.4274165794943,-2.96075938609574
400,13.57,-10.4188812591683,-2.96589097457336
400,13.58,-10.4103625911471,-2.97102729320275
400,13.59,-10.4018605968732,-2.97616832137859
400,13.6,-10.3933752977546,-2.98131403830527
400,13.61,-10.3849067151648,-2.98646442299308
400,13.62,-10.3764548704424,-2.99161945426034
400,13.63,-10.3680197848907,-2.99677911072894
400,13.64,-10.3596014797781,-3.00194337082685
400,13.65,-10.351199976337,-3.007112212785
400,13.66,-10.3428152957642,-3.01228561463792
400,13.67,-10.3344474592207,-3.01746355422153
400,13.68,-10.3260964878309,-3.0226460091733
400,13.69,-10.317762402683,-3.02783295693048
400,13.7,-10.3094452248284,-3.03302437473084
400,13.71,-10.3011449752815,-3.03822023960906
400,13.72,-10.2928616750195,-3.04342052839884
400,13.73,-10.2845953449824,-3.04862521773061
400,13.74,-10.2763460060721,-3.0538342840298
400,13.75,-10.2681136791529,-3.05904770351862
400,13.76,-10.2598983850509,-3.0642654522117
400,13.77,-10.2517001445537,-3.06948750591792
400,13.78,-10.2435189784101,-3.07471384023838
400,13.79,-10.23535490733,-3.07994443056619
400,13.8,-10.2272079519844,-3.08517925208559
400,13.81,-10.2190781330045,-3.09041827976914
400,13.82,-10.2109654709818,-3.09566148838082
400,13.83,-10.202869986468,-3.10090885247026
400,13.84,-10.1947916999744,-3.10616034637702
400,13.85,-10.1867306319718,-3.11141594422567
400,13.86,-10.1786868028901,-3.11667561992588
400,13.87,-10.1706602331184,-3.12193934717379
400,13.88,-10.1626509430042,-3.1272070994483
400,13.89,-10.1546589528534,-3.13247885001173
400,13.9,-10.1466842829301,-3.13775457190901
400,13.91,-10.1387269534562,-3.14303423796601
400,13.92,-10.1307869846109,-3.14831782078923
400,13.93,-10.122864396531,-3.15360529276529
400,13.94,-10.1149592093099,-3.15889662605925
400,13.95,-10.1070714429978,-3.16419179261486
400,13.96,-10.0992011176014,-3.16949076415252
400,13.97,-10.0913482530832,-3.17479351216987
400,13.98,-10.0835128693617,-3.18010000793879
400,13.99,-10.0756949863106,-3.18541022250719
400,14,-10.067894623759,-3.19072412669584
400,14.01,-10.0601118014908,-3.19604169110034
400,14.02,-10.0523465392445,-3.2013628860865
400,14.03,-10.0445988567126,-3.20668768179329
400,14.04,-10.0368687735417,-3.21201604812944
400,14.05,-10.0291563093322,-3.21734795477443
400,14.06,-10.0214614836374,-3.22268337117515
400,14.07,-10.0137843159639,-3.22802226654908
400,14.08,-10.0061248257708,-3.2333646098799
400,14.09,-9.99848303246967,-3.23871036991764
400,14.1,-9.99085895542398,-3.2440595151792
400,14.11,-9.98325261394894,-3.24941201394585
400,14.12,-9.9756640273111,-3.25476783426395
400,14.13,-9.96809321472807,-3.26012694394273
400,14.14,-9.96054019536813,-3.26548931055513
400,14.15,-9.95300498834992,-3.27085490143504
400,14.16,-9.94548761274213,-3.27622368367834
400,14.17,-9.93798808756311,-3.28159562414117
400,14.18,-9.93050643178059,-3.28697068943999
400,14.19,-9.92304266431124,-3.29234884594954
400,14.2,-9.91559680402046,-3.29773005980358
400,14.21,-9.90816886972189,-3.30311429689286
400,14.22,-9.90075888017717,-3.30850152286541
400,14.23,-9.89336685409554,-3.31389170312469
400,14.24,-9.88599281013347,-3.31928480283023
400,14.25,-9.87863676689437,-3.32468078689618
400,14.26,-9.87129874292814,-3.33007961999071
400,14.27,-9.86397875673089,-3.33548126653429
400,14.28,-9.85667682674455,-3.34088569070117
400,14.29,-9.84939297135647,-3.34629285641701
400,14.3,-9.84212720889911,-3.35170272735828
400,14.31,-9.83487955764968,-3.35711526695335
400,14.32,-9.82765003582971,-3.36253043837853
400,14.33,-9.82043866160465,-3.36794820456018
400,14.34,-9.81324545308367,-3.37336852817401
400,14.35,-9.80607042831907,-3.37879137164216
400,14.36,-9.79891360530606,-3.38421669713482
400,14.37,-9.7917750019823,-3.38964446656907
400,14.38,-9.78465463622753,-3.395074641607
400,14.39,-9.77755252586321,-3.4005071836572
400,14.4,-9.77046868865211,-3.40594205387235
400,14.41,-9.76340314229795,-3.41137921314893
400,14.42,-9.75635590444498,-3.41681862212774
400,14.43,-9.74932699267762,-3.42226024119215
400,14.44,-9.74231642452002,-3.42770403046848
400,14.45,-9.73532421743574,-3.43314994982404
400,14.46,-9.72835038882725,-3.43859795886758
400,14.47,-9.72139495603566,-3.44404801694922
400,14.48,-9.71445793634023,-3.44950008315855
400,14.49,-9.70753934695793,-3.45495411632475
400,14.5,-9.70063920504321,-3.46041007501709
400,14.51,-9.69375752768738,-3.46586791754221
400,14.52,-9.68689433191837,-3.47132760194596
400,14.53,-9.68004963470022,-3.47678908601079
400,14.54,-9.67322345293272,-3.48225232725701
400,14.55,-9.666415803451,-3.48771728294141
400,14.56,-9.65962670302507,-3.49318391005678
400,14.57,-9.65285616835948,-3.49865216533232
400,14.58,-9.64610421609281,-3.50412200523167
400,14.59,-9.63937086279733,-3.5095933859534
400,14.6,-9.63265612497855,-3.51506626343139
400,14.61,-9.62596001907481,-3.52054059333334
400,14.62,-9.61928256145681,-3.52601633105965
400,14.63,-9.61262376842725,-3.53149343174518
400,14.64,-9.60598365622039,-3.53697185025693
400,14.65,-9.59936224100158,-3.54245154119571
400,14.66,-9.59275953886689,-3.54793245889301
400,14.67,-9.58617556584262,-3.55341455741313
400,14.68,-9.57961033788491,-3.55889779055167
400,14.69,-9.57306387087929,-3.56438211183567
400,14.7,-9.56653618064028,-3.5698674745227
400,14.71,-9.56002728291088,-3.57535383160237
400,14.72,-9.5535371933622,-3.58084113579277
400,14.73,-9.54706592759302,-3.58632933954373
400,14.74,-9.54061350112928,-3.59181839503492
400,14.75,-9.53417992942372,-3.59730825417509
400,14.76,-9.52776522785539,-3.60279886860266
400,14.77,-9.52136941172924,-3.60829018968549
400,14.78,-9.51499249627565,-3.61378216852182
400,14.79,-9.50863449664998,-3.61927475593685
400,14.8,-9.50229542793212,-3.62476790248625
400,14.81,-9.49597530512611,-3.63026155845395
400,14.82,-9.48967414315958,-3.63575567385214
400,14.83,-9.48339195688336,-3.64125019842166
400,14.84,-9.47712876107105,-3.64674508163312
400,14.85,-9.47088457041854,-3.65224027268381
400,14.86,-9.46465939954352,-3.65773572050025
400,14.87,-9.4584532629851,-3.66323137373727
400,14.88,-9.45226617520328,-3.66872718077774
400,14.89,-9.44609815057858,-3.67422308973353
400,14.9,-9.4399492034115,-3.67971904844407
400,14.91,-9.43381934792208,-3.68521500447823
400,14.92,-9.42770859824946,-3.69071090513183
400,14.93,-9.42161696845144,-3.69620669743098
400,14.94,-9.415544472504,-3.70170232812938
400,14.95,-9.40949112430075,-3.70719774370984
400,14.96,-9.40345693765267,-3.7126928903844
400,14.97,-9.39744192628741,-3.71818771409352
400,14.98,-9.39144610384901,-3.72368216050757
400,14.99,-9.38546948389735,-3.7291761750258
400,15,-9.3795120799077,-3.73466970277786
400,15.01,-9.37357390527025,-3.74016268862317
400,15.02,-9.36765497328965,-3.7456550771509
400,15.03,-9.36175529718454,-3.75114681268112
400,15.04,-9.35587489008712,-3.75663783926442
400,15.05,-9.35001376504255,-3.76212810068278
400,15.06,-9.34417193500867,-3.7676175404497
400,15.07,-9.3383494128554,-3.77310610181043
400,15.08,-9.33254621136433,-3.77859372774236
400,15.09,-9.32676234322818,-3.78408036095519
400,15.1,-9.3209978210504,-3.78956594389267
400,15.11,-9.31525265734469,-3.79505041873144
400,15.12,-9.3095268645345,-3.80053372738252
400,15.13,-9.3038204549526,-3.80601581149116
400,15.14,-9.29813344084054,-3.81149661243807
400,15.15,-9.29246583434823,-3.81697607133914
400,15.16,-9.28681764753347,-3.82245412904702
400,15.17,-9.28118889236146,-3.82793072615123
400,15.18,-9.27557958070434,-3.83340580297801
400,15.19,-9.2699897243407,-3.83887929959318
400,15.2,-9.26441933495511,-3.84435115579997
400,15.21,-9.25886842413768,-3.84982131114199
400,15.22,-9.25333700338353,-3.85528970490295
400,15.23,-9.24782508409237,-3.86075627610765
400,15.24,-9.24233267756801,-3.86622096352258
400,15.25,-9.23685979501787,-3.87168370565727
400,15.26,-9.23140644755252,-3.87714444076469
400,15.27,-9.22597264618524,-3.88260310684205
400,15.28,-9.22055840183148,-3.88805964163187
400,15.29,-9.21516372530845,-3.89351398262323
400,15.3,-9.2097886273346,-3.89896606705179
400,15.31,-9.20443311852919,-3.90441583190208
400,15.32,-9.1990972094118,-3.90986321390774
400,15.33,-9.19378091040187,-3.91530814955217
400,15.34,-9.18848423181819,-3.92075057507073
400,15.35,-9.18320718387848,-3.92619042645118
400,15.36,-9.17794977669892,-3.9316276394344
400,15.37,-9.17271202029361,-3.93706214951632
400,15.38,-9.16749392457421,-3.94249389194898
400,15.39,-9.16229549934937,-3.94792280174183
400,15.4,-9.15711675432436,-3.95334881366201
400,15.41,-9.15195769910048,-3.95877186223693
400,15.42,-9.14681834317471,-3.96419188175515
400,15.43,-9.14169869593922,-3.96960880626768
400,15.44,-9.13659876668081,-3.97502256958872
400,15.45,-9.13151856458061,-3.98043310529884
400,15.46,-9.12645809871345,-3.98584034674416
400,15.47,-9.12141737804753,-3.99124422704048
400,15.48,-9.11639641144387,-3.99664467907148
400,15.49,-9.1113952076559,-4.00204163549379
400,15.5,-9.10641377532898,-4.00743502873594
400,15.51,-9.10145212299991,-4.01282479100094
400,15.52,-9.09651025909657,-4.01821085426913
400,15.53,-9.09158819193736,-4.02359315029719
400,15.54,-9.08668592973077,-4.02897161062237
400,15.55,-9.08180348057497,-4.03434616656327
400,15.56,-9.0769408524573,-4.03971674922069
400,15.57,-9.07209805325384,-4.04508328948155
400,15.58,-9.06727509072902,-4.05044571802003
400,15.59,-9.06247197253503,-4.05580396529694
400,15.6,-9.0576887062115,-4.06115796156639
400,15.61,-9.052925299185,-4.06650763687373
400,15.62,-9.04818175876857,-4.07185292105913
400,15.63,-9.04345809216135,-4.07719374375982
400,15.64,-9.03875430644807,-4.0825300344123
400,15.65,-9.0340704085986,-4.08786172225375
400,15.66,-9.02940640546761,-4.0931887363246
400,15.67,-9.02476230379401,-4.09851100547066
400,15.68,-9.02013811020053,-4.10382845834518
400,15.69,-9.01553383119342,-4.10914102341214
400,15.7,-9.01094947316183,-4.114448628947
400,15.71,-9.00638504237747,-4.11975120304073
400,15.72,-9.00184054499421,-4.1250486736003
400,15.73,-8.99731598704758,-4.13034096835301
400,15.74,-8.99281137445438,-4.13562801484809
400,15.75,-8.98832671301223,-4.14090974045868
400,15.76,-8.98386200839924,-4.14618607238603
400,15.77,-8.97941726617343,-4.15145693766058
400,15.78,-8.97499249177245,-4.15672226314508
400,15.79,-8.97058769051306,-4.1619819755371
400,15.8,-8.96620286759081,-4.16723600137253
400,15.81,-8.96183802807954,-4.17248426702732
400,15.82,-8.95749317693104,-4.17772669872157
400,15.83,-8.95316831897458,-4.18296322252094
400,15.84,-8.94886345891654,-4.18819376434021
400,15.85,-8.94457860134001,-4.19341824994673
400,15.86,-8.94031375070432,-4.19863660496222
400,15.87,-8.93606891134476,-4.20384875486669
400,15.88,-8.93184408747208,-4.20905462500224
400,15.89,-8.92763928317211,-4.21425414057361
400,15.9,-8.92345450240541,-4.21944722665464
400,15.91,-8.91928974900684,-4.22463380818808
400,15.92,-8.91514502668518,-4.22981380999175
400,15.93,-8.91102033902275,-4.2349871567601
400,15.94,-8.90691568947503,-4.2401537730688
400,15.95,-8.90283108137026,-4.24531358337607
400,15.96,-8.89876651790908,-4.25046651202829
400,15.97,-8.89472200216416,-4.25561248326286
400,15.98,-8.89069753707977,-4.26075142121027
400,15.99,-8.88669312547149,-4.26588324989932
400,16,-8.88270877002697,-4.27100789326069
450,0,-78.7296321595211,-0.00111806059602783
450,1E-09,-78.72963215952,-0.00111806059405263
450,1.12201845430196E-09,-78.7296321253953,-0.00111806059207744
450,1.25892541179417E-09,-78.7296321424572,-0.00111806059405263
450,1.41253754462275E-09,-78.72963209127,-0.00111806058812704
450,1.58489319246111E-09,-78.7296321595184,-0.00111806059207744
450,1.77827941003892E-09,-78.72963217658,-0.00111806059800303
450,1.99526231496888E-09,-78.7296321424546,-0.00111806059207744
450,2.23872113856834E-09,-78.7296321936403,-0.00111806059800303
450,2.51188643150958E-09,-78.7296321424521,-0.00111806059405263
450,2.81838293126445E-09,-78.7296322106994,-0.00111806060195342
450,3.16227766016838E-09,-78.7296321083237,-0.00111806059207744
450,3.54813389233575E-09,-78.7296321424454,-0.00111806059207744
450,3.98107170553497E-09,-78.7296321595042,-0.00111806059602783
450,4.46683592150963E-09,-78.7296321083131,-0.00111806059010224
450,5.01187233627272E-09,-78.7296321594943,-0.00111806059405263
450,5.62341325190349E-09,-78.7296321083006,-0.00111806059010224
450,6.30957344480193E-09,-78.7296321253542,-0.00111806059405263
450,7.07945784384138E-09,-78.7296321082809,-0.00111806058812704
450,7.94328234724282E-09,-78.7296321423916,-0.00111806059405263
450,8.91250938133745E-09,-78.7296321423741,-0.00111806059207744
450,1E-08,-78.7296321935389,-0.00111806059800303
450,1.12201845430196E-08,-78.7296321423246,-0.00111806059010224
450,1.25892541179417E-08,-78.7296321422898,-0.00111806059405263
450,1.41253754462275E-08,-78.7296321081215,-0.00111806059405263
450,1.58489319246111E-08,-78.7296321763154,-0.00111806059602783
450,1.77827941003892E-08,-78.7296321933082,-0.00111806060195342
450,1.99526231496888E-08,-78.7296321761586,-0.00111806059602783
450,2.23872113856834E-08,-78.7296321419242,-0.00111806059405263
450,2.51188643150958E-08,-78.7296321417857,-0.00111806059207744
450,2.81838293126445E-08,-78.7296321245492,-0.00111806059010224
450,3.16227766016838E-08,-78.7296321584543,-0.00111806059405263
450,3.54813389233575E-08,-78.729632158178,-0.00111806059405263
450,3.98107170553497E-08,-78.7296321237058,-0.00111806058812608
450,4.46683592150963E-08,-78.7296321403302,-0.00111806059207647
450,5.01187233627272E-08,-78.7296321568413,-0.00111806059405167
450,5.62341325190349E-08,-78.7296321902719,-0.00111806059997726
450,6.30957344480193E-08,-78.7296321552739,-0.00111806059800206
450,7.07945784384138E-08,-78.7296321712364,-0.0011180605999763
450,7.94328234724281E-08,-78.7296321357274,-0.00111806059207551
450,8.91250938133746E-08,-78.7296320827978,-0.00111806059009935
450,1E-07,-78.7296321317903,-0.00111806059602397
450,1.12201845430196E-07,-78.7296321460901,-0.00111806059799917
450,1.25892541179417E-07,-78.729632108488,-0.00111806059404781
450,1.41253754462275E-07,-78.7296321552967,-0.00111806059997147
450,1.58489319246111E-07,-78.7296320985983,-0.00111806059404395
450,1.77827941003892E-07,-78.7296321087218,-0.00111806059799242
450,1.99526231496888E-07,-78.7296321341109,-0.00111806059996472
450,2.23872113856834E-07,-78.7296321231137,-0.00111806060391126
450,2.51188643150958E-07,-78.7296320751446,-0.00111806059600661
450,2.81838293126445E-07,-78.7296320235907,-0.00111806059600083
450,3.16227766016838E-07,-78.7296320016485,-0.00111806059796927
450,3.54813389233575E-07,-78.7296319740248,-0.00111806059993579
450,3.98107170553497E-07,-78.7296319221863,-0.00111806059992422
450,4.46683592150963E-07,-78.7296318442812,-0.00111806060386111
450,5.01187233627272E-07,-78.7296317891647,-0.00111806060581894
450,5.62341325190349E-07,-78.7296317539016,-0.00111806061172235
450,6.30957344480193E-07,-78.7296315812367,-0.00111806060576976
450,7.07945784384138E-07,-78.7296314712648,-0.00111806061758622
450,7.94328234724281E-07,-78.7296312816317,-0.00111806061951705
450,8.91250938133746E-07,-78.7296311414625,-0.00111806063526365
450,1E-06,-78.7296307855419,-0.00111806063321901
450,1.12201845430196E-06,-78.7296304751807,-0.00111806065090899
450,1.25892541179417E-06,-78.7296299738593,-0.00111806065869983
450,1.41253754462275E-06,-78.7296295019293,-0.0011180606862137
450,1.58489319246111E-06,-78.7296287460182,-0.00111806070381591
450,1.77827941003892E-06,-78.7296278985844,-0.00111806073717532
450,1.99526231496888E-06,-78.7296267861781,-0.00111806076652744
450,2.23872113856834E-06,-78.7296253793433,-0.0011180608116088
450,2.51188643150958E-06,-78.7296236365796,-0.00111806087042685
450,2.81838293126445E-06,-78.7296215012223,-0.00111806094690883
450,3.16227766016838E-06,-78.7296186245246,-0.00111806102917366
450,3.54813389233575E-06,-78.7296151967576,-0.00111806115273823
450,3.98107170553497E-06,-78.7296107125181,-0.00111806128595118
