"Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
3.99,-8.96288540238952
4,-8.64874796041713
4.01,-8.05603091709492
4.02,-7.32991066394549
4.03,-6.58187426331463
4.04,-5.87499168986749
4.05,-5.23674681613747
4.06,-4.67434054192236
4.07,-4.18503521439028
4.08,-3.76193207796107
4.09,-3.39690324884962
4.1,-3.08197062215515
4.11,-2.80988673679114
4.12,-2.57432182636976
4.13,-2.36986575147267
4.14,-2.19195036078832
4.15,-2.03674448913225
4.16,-1.90104645037751
4.17,-1.78218497874887
4.18,-1.67793261963941
4.19,-1.58643221229813
4.2,-1.50613559564908
4.21,-1.43575309359383
4.22,-1.37421222097528
4.23,-1.32062414822425
4.24,-1.27425664478406
4.25,-1.23451242587604
4.26,-1.20091202489178
4.27,-1.17308049306558
4.28,-1.15073738639226
4.29,-1.13368963867556
4.3,-1.12182704283776
4.31,-1.11512017477659
4.32,-1.11362070015875
4.33,-1.11746410991161
4.34,-1.12687504058477
4.35,-1.14217545763516
4.36,-1.16379612055149
4.37,-1.19229191765072
4.38,-1.22836186664286
4.39,-1.27287483902754
4.4,-1.32690240055915
4.41,-1.39176059047246
4.42,-1.4690630204355
4.43,-1.56078840190256
4.44,-1.66936656313757
4.45,-1.79778826991324
4.46,-1.94974582202934
4.47,-2.12981361591499
4.48,-2.34368088445445
4.49,-2.59845306104271
4.5,-2.90304441943688
4.51,-3.2686942708389
4.52,-3.70965495694638
4.53,-4.24412797353105
4.54,-4.89557617546825
4.55,-5.69463602860516
4.56,-6.6820257212507
4.57,-7.91310170601411
4.58,-9.46477639285128
4.59,-11.4429367248835
4.6,-13.9652181382182
4.61,-16.9233896085476
4.62,-18.759236507038
4.63,-17.1991638775844
4.64,-14.3841841724793
4.65,-11.9693075191648
4.66,-10.0861739490861
4.67,-8.61633443291378
4.68,-7.4518961274879
4.69,-6.5154840859485
4.7,-5.75258327067687
4.71,-5.12408948696813
4.72,-4.60131740245182
4.73,-4.16279704325353
4.74,-3.79218649108102
4.75,-3.47687293759525
4.76,-3.20700799781121
4.77,-2.97482567882845
4.78,-2.77415010157442
4.79,-2.60003415473539
4.8,-2.44849062967695
4.81,-2.31628997793077
4.82,-2.20080688360571
4.83,-2.09990315213858
4.84,-2.01183801643811
4.85,-1.93519946413458
4.86,-1.86885197184125
4.87,-1.81189733404629
4.88,-1.763646254351
4.89,-1.7235991350951
4.9,-1.69143513825867
4.91,-1.66700915932095
4.92,-1.65035691204508
4.93,-1.64170892100908
4.94,-1.64151492171154
4.95,-1.65048105115414
4.96,-1.66962337466632
4.97,-1.70034287318306
4.98,-1.74452919691678
4.99,-1.80470353596043
5,-1.88421522072154
