"Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
1.63,-0.12990241439762
1.64,-0.131285340337379
1.65,-0.132696890450539
1.66,-0.134138909727585
1.67,-0.135613367516022
1.68,-0.137122366532896
1.69,-0.138668152703239
1.7,-0.140253125911641
1.71,-0.141879851765744
1.72,-0.143551074480023
1.73,-0.145269731004609
1.74,-0.147038966536101
1.75,-0.148862151567193
1.76,-0.150742900650345
1.77,-0.15268509307384
1.78,-0.154692895674962
1.79,-0.15677078804431
1.8,-0.158923590409922
1.81,-0.161156494529817
1.82,-0.163475097966049
1.83,-0.165885442168025
1.84,-0.168394054852833
1.85,-0.171007997240951
1.86,-0.173734916791257
1.87,-0.176583106171989
1.88,-0.179561569321554
1.89,-0.182680095582137
1.9,-0.185949343047247
1.91,-0.189380932446798
1.92,-0.192987553110576
1.93,-0.196783082807624
1.94,-0.200782723564581
1.95,-0.205003155929155
1.96,-0.209462714579712
1.97,-0.214181588701265
1.98,-0.219182051176058
1.99,-0.224488721388932
2,-0.230128867363242
2.01,-0.236132754050496
2.02,-0.242534045949963
2.03,-0.249370273886905
2.04,-0.256683377808541
2.05,-0.264520339961593
2.06,-0.272933925911708
2.07,-0.281983554720013
2.08,-0.291736324401373
2.09,-0.302268224822974
2.1,-0.313665577809434
2.11,-0.326026753849175
2.12,-0.339464227060119
2.13,-0.354107045755261
2.14,-0.370103816132542
2.15,-0.387626322711168
2.16,-0.406873943097231
2.17,-0.428079059099357
2.18,-0.451513724717906
2.19,-0.477497929029022
2.2,-0.506409895286488
2.21,-0.5386989961369
2.22,-0.57490205191709
2.23,-0.615664033139324
2.24,-0.661764535644582
2.25,-0.714151874467475
2.26,-0.773987302495719
2.27,-0.842702776245934
2.28,-0.92207696690581
2.29,-1.01433599311428
2.3,-1.12228782521561
2.31,-1.24950272509981
2.32,-1.40055672361948
2.33,-1.58136123695043
2.34,-1.79960943091694
2.35,-2.06537784152174
2.36,-2.39192630550256
2.37,-2.79672930845328
2.38,-3.30271607989812
2.39,-3.93950618984118
2.4,-4.74383815346904
2.41,-5.75657608758882
2.42,-7.00803938723146
2.43,-8.46704495061867
2.44,-9.90163423134813
2.45,-10.7051228163721
2.46,-10.2993498439312
2.47,-9.00004254112715
2.48,-7.50535115209665
2.49,-6.16990881526323
2.5,-5.07401785178409
2.51,-4.20010269791047
2.52,-3.50824564740328
2.53,-2.95954233490156
2.54,-2.52178174970081
2.55,-2.16976805624616
2.56,-1.88422598582296
2.57,-1.65051977320799
2.58,-1.45753881511004
2.59,-1.29681724747334
2.6,-1.1618662231035
2.61,-1.04767673901396
2.62,-0.950352147729159
2.63,-0.866836852362524
2.64,-0.79471553543494
2.65,-0.732063909601213
2.66,-0.677337119514849
2.67,-0.629285743886407
2.68,-0.58689212640368
2.69,-0.549321766672378
2.7,-0.515885939488682
2.71,-0.486012742195038
2.72,-0.459224511923652
2.73,-0.435120090532042
2.74,-0.413360804132548
2.75,-0.393659308174712
2.76,-0.375770657665774
2.77,-0.359485116297986
2.78,-0.344622332928714
2.79,-0.331026599688404
2.8,-0.318562970644438
2.81,-0.307114068944358
2.82,-0.296577447720554
2.83,-0.286863398701786
2.84,-0.277893124578012
2.85,-0.269597208322034
2.86,-0.261914326050109
2.87,-0.254790160492375
2.88,-0.248176480418293
2.89,-0.242030357907313
2.9,-0.236313500570639
2.91,-0.230991679997787
2.92,-0.226034241046715
2.93,-0.221413679299578
2.94,-0.217105276189879
2.95,-0.213086783086866
2.96,-0.209338147075347
2.97,-0.205841272357884
2.98,-0.202579812185921
2.99,-0.199538987035167
3,-0.196705425408146
3.01,-0.194067024205653
3.02,-0.191612826071669
3.03,-0.189332911504652
3.04,-0.187218303855546
3.05,-0.185260885606046
3.06,-0.183453324554555
3.07,-0.181789008733
3.08,-0.180261989045709
3.09,-0.178866928765503
3.1,-0.177599059143963
3.11,-0.176454140499382
3.12,-0.175428428238057
3.13,-0.174518643342436
3.14,-0.173721946932545
3.15,-0.173035918566145
3.16,-0.172458537999166
3.17,-0.171988170178125
3.18,-0.171623553279226
3.19,-0.171363789652211
3.2,-0.171208339564529
3.21,-0.17115701767886
3.22,-0.17120999223273
3.23,-0.171367786923876
3.24,-0.171631285541363
3.25,-0.17200173941824
3.26,-0.172480777820443
3.27,-0.173070421427277
3.28,-0.17377309910295
3.29,-0.174591668207564
3.3,-0.175529438749844
