"Freq [GHz]","dB(St(Diff1,Diff1)) []","dB(St(Diff2,Diff1)) []"
10.58,-28.0814723759629,-0.790951018905688
10.59,-28.0921830512436,-0.791684693259278
10.6,-28.1029392086694,-0.792418440078231
10.61,-28.1137409457672,-0.79315225935982
10.62,-28.1245883607089,-0.793886151100219
10.63,-28.1354815523142,-0.794620115294229
10.64,-28.1464206200554,-0.795354151935668
10.65,-28.1574056640615,-0.796088261017406
10.66,-28.1684367851214,-0.796822442530694
10.67,-28.1795140846886,-0.79755669646598
10.68,-28.1906376648857,-0.798291022812383
10.69,-28.2018076285076,-0.799025421558065
10.7,-28.2130240790268,-0.799759892689887
10.71,-28.2242871205968,-0.800494436193548
10.72,-28.2355968580566,-0.801229052053652
10.73,-28.2469533969355,-0.801963740253673
10.74,-28.2583568434566,-0.802698500775948
10.75,-28.2698073045424,-0.803433333601545
10.76,-28.2813048878178,-0.804168238710598
10.77,-28.2928497016161,-0.804903216082015
10.78,-28.3044418549816,-0.805638265693357
10.79,-28.3160814576768,-0.806373387521622
10.8,-28.3277686201841,-0.80710858154174
10.81,-28.3395034537129,-0.807843847728506
10.82,-28.3512860702028,-0.808579186054868
10.83,-28.3631165823289,-0.80931459649319
10.84,-28.3749951035062,-0.810050079014124
10.85,-28.3869217478951,-0.81078563358767
10.86,-28.3988966304055,-0.811521260182283
10.87,-28.4109198667021,-0.8122569587659
10.88,-28.4229915732094,-0.812992729304569
10.89,-28.4351118671164,-0.813728571764045
10.9,-28.4472808663821,-0.814464486108117
10.91,-28.4594986897399,-0.815200472300222
10.92,-28.4717654567033,-0.815936530301969
10.93,-28.4840812875708,-0.81667266007451
10.94,-28.4964463034313,-0.817408861577237
10.95,-28.5088606261693,-0.818145134769176
10.96,-28.5213243784703,-0.818881479607533
10.97,-28.5338376838258,-0.819617896048936
10.98,-28.5464006665384,-0.820354384048225
10.99,-28.5590134517295,-0.821090943560196
11,-28.5716761653411,-0.821827574537453
11.01,-28.5843889341452,-0.822564276932249
11.02,-28.5971518857461,-0.823301050695169
11.03,-28.6099651485886,-0.824037895776294
11.04,-28.622828851962,-0.824774812124054
11.05,-28.6357431260069,-0.825511799686043
11.06,-28.6487081017204,-0.82624885840885
11.07,-28.6617239109625,-0.82698598823773
11.08,-28.6747906864615,-0.827723189117147
11.09,-28.6879085618203,-0.828460460990217
11.1,-28.7010776715221,-0.829197803798946
11.11,-28.7142981509373,-0.829935217484449
11.12,-28.7275701363282,-0.830672701986618
11.13,-28.7408937648571,-0.831410257244437
11.14,-28.7542691745903,-0.83214788319541
11.15,-28.7676965045066,-0.832885579776418
11.16,-28.7811758945022,-0.833623346923131
11.17,-28.794707485398,-0.834361184569967
11.18,-28.8082914189447,-0.835099092650454
11.19,-28.8219278378317,-0.835837071096943
11.2,-28.835616885691,-0.83657511984055
11.21,-28.8493587071068,-0.837313238811931
11.22,-28.8631534476187,-0.838051427940083
11.23,-28.8770012537318,-0.838789687152963
11.24,-28.8909022729213,-0.839528016377832
11.25,-28.9048566536413,-0.840266415540667
11.26,-28.9188645453294,-0.841004884566195
11.27,-28.932926098416,-0.84174342337853
11.28,-28.94704146433,-0.842482031900318
11.29,-28.9612107955068,-0.843220710053443
11.3,-28.9754342453949,-0.843959457758439
11.31,-28.9897119684633,-0.844698274935045
11.32,-29.0040441202096,-0.845437161502131
11.33,-29.0184308571661,-0.846176117376959
11.34,-29.0328723369085,-0.846915142476001
11.35,-29.0473687180633,-0.847654236714897
11.36,-29.0619201603142,-0.848393400008024
11.37,-29.0765268244118,-0.84913263226876
11.38,-29.0911888721799,-0.849871933409589
11.39,-29.1059064665239,-0.850611303341715
11.4,-29.1206797714384,-0.851350741975353
11.41,-29.1355089520156,-0.852090249219876
11.42,-29.1503941744531,-0.852829824983463
11.43,-29.1653356060627,-0.853569469173492
11.44,-29.1803334152774,-0.85430918169596
11.45,-29.1953877716603,-0.85504896245606
11.46,-29.2104988459136,-0.855788811357784
11.47,-29.2256668098863,-0.856528728304671
11.48,-29.2408918365825,-0.857268713198429
11.49,-29.2561741001711,-0.858008765940256
11.5,-29.271513775993,-0.85874888643016
11.51,-29.2869110405718,-0.859489074567413
11.52,-29.3023660716206,-0.860229330249963
11.53,-29.3178790480519,-0.860969653374781
11.54,-29.3334501499871,-0.861710043837999
11.55,-29.349079558765,-0.862450501534705
11.56,-29.3647674569506,-0.863191026358872
11.57,-29.3805140283448,-0.863931618203351
11.58,-29.3963194579952,-0.864672276960718
11.59,-29.4121839322019,-0.865413002521688
11.6,-29.4281076385306,-0.866153794776208
11.61,-29.4440907658207,-0.866894653613471
11.62,-29.4601335041953,-0.867635578921929
11.63,-29.4762360450704,-0.868376570588187
11.64,-29.4923985811654,-0.869117628498648
11.65,-29.5086213065129,-0.86985875253825
11.66,-29.5249044164689,-0.870599942591311
11.67,-29.5412481077233,-0.871341198541078
11.68,-29.5576525783086,-0.872082520269638
11.69,-29.5741180276126,-0.872823907658396
11.7,-29.5906446563865,-0.873565360587518
11.71,-29.6072326667571,-0.874306878936269
11.72,-29.6238822622371,-0.875048462583149
11.73,-29.6405936477352,-0.875790111405341
11.74,-29.6573670295681,-0.876531825279654
11.75,-29.6742026154697,-0.877273604081231
11.76,-29.6911006146035,-0.878015447684715
11.77,-29.708061237574,-0.878757355963509
11.78,-29.7250846964367,-0.879499328790458
11.79,-29.7421712047105,-0.880241366037027
11.8,-29.7593209773883,-0.880983467574017
11.81,-29.7765342309501,-0.881725633271335
11.82,-29.7938111833719,-0.882467862997632
11.83,-29.8111520541408,-0.883210156620841
11.84,-29.8285570642644,-0.883952514008016
11.85,-29.846026436284,-0.884694935025086
11.86,-29.863560394286,-0.885437419537086
11.87,-29.881159163915,-0.886179967408373
11.88,-29.8988229723855,-0.88692257850212
11.89,-29.9165520484941,-0.88766525268044
11.9,-29.9343466226331,-0.888407989804964
11.91,-29.952206926802,-0.889150789736199
11.92,-29.9701331946208,-0.889893652333339
11.93,-29.9881256613436,-0.890636577455589
11.94,-30.0061845638701,-0.891379564960024
11.95,-30.0243101407599,-0.892122614703924
11.96,-30.0425026322459,-0.892865726543039
11.97,-30.0607622802472,-0.893608900332375
11.98,-30.0790893283815,-0.894352135926005
11.99,-30.0974840219819,-0.895095433177055
12,-30.1159466081074,-0.895838791938133
12.01,-30.1344773355586,-0.896582212060413
12.02,-30.1530764548904,-0.89732569339424
12.03,-30.1717442184285,-0.898069235789574
12.04,-30.1904808802809,-0.898812839095163
12.05,-30.2092866963536,-0.89955650315849
12.06,-30.2281619243652,-0.90030022782658
12.07,-30.2471068238623,-0.901044012945772
12.08,-30.2661216562321,-0.901787858361113
12.09,-30.2852066847198,-0.902531763916867
12.1,-30.3043621744423,-0.903275729456942
12.11,-30.3235883924024,-0.90401975482319
12.12,-30.3428856075071,-0.904763839857719
12.13,-30.3622540905812,-0.905507984401639
12.14,-30.381694114382,-0.906252188294443
12.15,-30.4012059536162,-0.906996451375538
12.16,-30.4207898849575,-0.907740773482993
12.17,-30.440446187059,-0.908485154454421
12.18,-30.4601751405723,-0.909229594126411
12.19,-30.479977028162,-0.909974092334337
12.2,-30.4998521345242,-0.910718648913532
12.21,-30.5198007464008,-0.911463263697737
12.22,-30.5398231525974,-0.912207936519974
12.23,-30.5599196440011,-0.91295266721277
12.24,-30.5800905135961,-0.913697455607796
12.25,-30.6003360564803,-0.914442301535335
12.26,-30.6206565698864,-0.915187204825451
12.27,-30.6410523531947,-0.915932165307236
12.28,-30.6615237079531,-0.916677182808506
12.29,-30.6820709378955,-0.917422257156991
12.3,-30.7026943489582,-0.918167388178962
12.31,-30.7233942492989,-0.91891257570001
12.32,-30.744170949316,-0.919657819545361
12.33,-30.7650247616643,-0.920403119538902
12.34,-30.7859560012758,-0.921148475504092
12.35,-30.8069649853782,-0.921893887263046
12.36,-30.8280520335124,-0.922639354637702
12.37,-30.8492174675538,-0.923384877448655
12.38,-30.8704616117293,-0.924130455516181
12.39,-30.8917847926385,-0.924876088659342
12.4,-30.9131873392717,-0.925621776696692
12.41,-30.9346695830309,-0.926367519445885
12.42,-30.9562318577487,-0.927113316723791
12.43,-30.9778744997087,-0.92785916834634
12.44,-30.9995978476659,-0.928605074129042
12.45,-31.0214022428667,-0.929351033886264
12.46,-31.0432880290693,-0.930097047431797
12.47,-31.0652555525653,-0.93084311457849
12.48,-31.0873051621989,-0.931589235138653
12.49,-31.1094372093894,-0.932335408923579
12.5,-31.1316520481519,-0.933081635744189
12.51,-31.1539500351176,-0.933827915409918
12.52,-31.1763315295577,-0.9345742477303
12.53,-31.1987968934018,-0.935320632513386
12.54,-31.2213464912627,-0.936067069566969
12.55,-31.2439806904563,-0.936813558697589
12.56,-31.2666998610255,-0.937560099711713
12.57,-31.28950437576,-0.938306692414382
12.58,-31.3123946102216,-0.939053336610244
12.59,-31.3353709427652,-0.939800032103409
12.6,-31.3584337545616,-0.940546778696561
12.61,-31.3815834296201,-0.941293576192224
12.62,-31.4048203548138,-0.942040424392239
12.63,-31.4281449198998,-0.942787323097365
12.64,-31.4515575175441,-0.943534272107535
12.65,-31.4750585433457,-0.94428127122233
12.66,-31.4986483958602,-0.945028320240753
12.67,-31.5223274766211,-0.945775418960499
12.68,-31.5460961901679,-0.946522567178868
12.69,-31.5699549440666,-0.947269764692169
12.7,-31.5939041489378,-0.948017011296804
12.71,-31.6179442184765,-0.948764306787504
12.72,-31.6420755694812,-0.949511650958837
12.73,-31.6662986218752,-0.950259043604451
12.74,-31.6906137987335,-0.951006484517333
12.75,-31.7150215263076,-0.951753973490026
12.76,-31.7395222340491,-0.952501510313761
12.77,-31.7641163546378,-0.953249094779791
12.78,-31.7888043240033,-0.953996726677997
12.79,-31.813586581355,-0.95474440579827
12.8,-31.8384635692035,-0.955492131929258
12.81,-31.8634357333897,-0.956239904859385
12.82,-31.8885035231083,-0.956987724375836
12.83,-31.913667390935,-0.957735590265663
12.84,-31.9389277928525,-0.958483502314778
12.85,-31.9642851882764,-0.959231460308912
12.86,-31.9897400400809,-0.959979464032363
12.87,-32.0152928146276,-0.960727513270084
12.88,-32.0409439817887,-0.961475607804825
12.89,-32.0666940149752,-0.962223747419755
12.9,-32.092543391165,-0.962971931896931
12.91,-32.118492590925,-0.963720161017785
12.92,-32.1445420984443,-0.964468434563401
12.93,-32.1706924015538,-0.965216752313502
12.94,-32.1969439917602,-0.96596511404815
12.95,-32.2232973642665,-0.966713519546109
12.96,-32.2497530180038,-0.967461968585741
12.97,-32.2763114556544,-0.968210460944119
12.98,-32.3029731836824,-0.968958996398933
12.99,-32.3297387123564,-0.969707574726053
13,-32.3566085557815,-0.970456195701577
13.01,-32.3835832319212,-0.971204859100497
13.02,-32.4106632626271,-0.971953564697106
13.03,-32.4378491736659,-0.972702312265708
13.04,-32.465141494744,-0.973451101578992
13.05,-32.4925407595374,-0.974199932410116
13.06,-32.5200475057143,-0.974948804530648
13.07,-32.5476622749662,-0.975697717712382
13.08,-32.5753856130304,-0.976446671725902
13.09,-32.6032180697179,-0.977195666341421
13.1,-32.631160198941,-0.977944701328517
13.11,-32.659212558737,-0.978693776456506
13.12,-32.6873757112945,-0.979442891493488
13.13,-32.7156502229803,-0.980192046207518
13.14,-32.7440366643629,-0.980941240365375
13.15,-32.7725356102413,-0.981690473734313
13.16,-32.8011476396649,-0.982439746080087
13.17,-32.8298733359625,-0.983189057168076
13.18,-32.8587132867645,-0.983938406763402
13.19,-32.8876680840284,-0.984687794630378
13.2,-32.9167383240606,-0.985437220532499
13.21,-32.9459246075427,-0.986186684233521
13.22,-32.9752275395508,-0.986936185495401
13.23,-33.0046477295824,-0.987685724080797
13.24,-33.0341857915747,-0.988435299750792
13.25,-33.0638423439291,-0.989184912266745
13.26,-33.0936180095314,-0.989934561388795
13.27,-33.1235134157697,-0.990684246876602
13.28,-33.1535291945613,-0.991433968489684
13.29,-33.1836659823658,-0.992183725986854
13.3,-33.2139244202063,-0.992933519126328
13.31,-33.2443051536876,-0.993683347665965
13.32,-33.2748088330143,-0.994433211362504
13.33,-33.3054361130053,-0.995183109972823
13.34,-33.3361876531129,-0.995933043252806
13.35,-33.3670641174351,-0.99668301095805
13.36,-33.3980661747317,-0.997433012843695
13.37,-33.429194498436,-0.998183048664298
13.38,-33.4604497666675,-0.998933118173694
13.39,-33.4918326622453,-0.999683221125554
13.4,-33.5233438726932,-1.00043335727249
13.41,-33.5549840902541,-1.00118352636713
13.42,-33.5867540118958,-1.00193372816162
13.43,-33.6186543393144,-1.00268396240724
13.44,-33.6506857789453,-1.0034342288548
13.45,-33.6828490419612,-1.00418452725489
13.46,-33.7151448442791,-1.00493485735752
13.47,-33.7475739065574,-1.00568521891199
13.48,-33.7801369541974,-1.00643561166728
13.49,-33.8128347173402,-1.00718603537214
13.5,-33.8456679308599,-1.007936489774
13.51,-33.8786373343621,-1.00868697462112
13.52,-33.9117436721717,-1.00943748966001
13.53,-33.9449876933247,-1.0101880346375
13.54,-33.9783701515548,-1.01093860929948
13.55,-34.0118918052793,-1.01168921339174
13.56,-34.0455534175823,-1.01243984665937
13.57,-34.0793557561952,-1.01319050884701
13.58,-34.1132995934756,-1.01394119969926
13.59,-34.1473857063802,-1.01469191895926
13.6,-34.1816148764408,-1.01544266637088
13.61,-34.215987889731,-1.01619344167665
13.62,-34.2505055368359,-1.01694424461952
13.63,-34.2851686128119,-1.01769507494087
13.64,-34.3199779171503,-1.01844593238287
13.65,-34.3549342537316,-1.01919681668601
13.66,-34.3900384307793,-1.01994772759142
13.67,-34.42529126081,-1.02069866483897
13.68,-34.4606935605779,-1.02144962816885
13.69,-34.4962461510157,-1.02220061732008
13.7,-34.5319498571717,-1.02295163203197
13.71,-34.5678055081429,-1.02370267204271
13.72,-34.6038139370033,-1.02445373709108
13.73,-34.6399759807217,-1.02520482691387
13.74,-34.6762924800885,-1.02595594124909
13.75,-34.7127642796192,-1.02670707983319
13.76,-34.7493922274667,-1.02745824240283
13.77,-34.7861771753217,-1.02820942869429
13.78,-34.8231199783044,-1.02896063844291
13.79,-34.8602214948586,-1.02971187138417
13.8,-34.89748258663,-1.03046312725289
13.81,-34.9349041183435,-1.03121440578342
13.82,-34.9724869576708,-1.03196570671022
13.83,-35.010231975092,-1.03271702976657
13.84,-35.0481400437499,-1.03346837468642
13.85,-35.0862120392916,-1.03421974120215
13.86,-35.1244488397096,-1.03497112904669
13.87,-35.1628513251679,-1.03572253795213
13.88,-35.2014203778211,-1.03647396765018
13.89,-35.2401568816253,-1.03722541787243
13.9,-35.2790617221367,-1.03797688835011
13.91,-35.3181357863009,-1.03872837881373
13.92,-35.3573799622336,-1.03947988899392
13.93,-35.3967951389867,-1.04023141862075
13.94,-35.4363822063045,-1.04098296742344
13.95,-35.4761420543698,-1.04173453513183
13.96,-35.516075573533,-1.04248612147447
13.97,-35.5561836540329,-1.04323772618045
13.98,-35.5964671856993,-1.04398934897784
13.99,-35.6369270576455,-1.04474098959463
14,-35.6775641579438,-1.04549264775836
14.01,-35.7183793732878,-1.04624432319647
14.02,-35.7593735886334,-1.04699601563551
14.03,-35.800547686831,-1.04774772480286
14.04,-35.841902548234,-1.04849945042417
14.05,-35.8834390502935,-1.04925119222582
14.06,-35.9251580671295,-1.05000294993338
14.07,-35.9670604690891,-1.05075472327199
14.08,-36.0091471222787,-1.05150651196701
14.09,-36.0514188880792,-1.05225831574325
14.1,-36.093876622634,-1.0530101343247
14.11,-36.136521176322,-1.05376196743589
14.12,-36.1793533931996,-1.05451381480022
14.13,-36.2223741104228,-1.05526567614195
14.14,-36.2655841576403,-1.05601755118402
14.15,-36.3089843563601,-1.05676943964872
14.16,-36.3525755192943,-1.05752134125961
14.17,-36.3963584496656,-1.05827325573872
14.18,-36.4403339404904,-1.05902518280796
14.19,-36.4845027738289,-1.05977712218933
14.2,-36.5288657200032,-1.06052907360462
14.21,-36.5734235367788,-1.06128103677463
14.22,-36.618176968516,-1.0620330114208
14.23,-36.6631267452797,-1.06278499726341
14.24,-36.7082735819166,-1.0635369940234
14.25,-36.7536181770863,-1.06428900142051
14.26,-36.7991612122606,-1.0650410191751
14.27,-36.8449033506691,-1.0657930470063
14.28,-36.8908452362108,-1.06654508463416
14.29,-36.9369874923144,-1.06729713177763
14.3,-36.9833307207501,-1.06804918815564
14.31,-37.0298755003975,-1.06880125348677
14.32,-37.0766223859532,-1.06955332748965
14.33,-37.123571906597,-1.07030540988255
14.34,-37.1707245645876,-1.07105750038315
14.35,-37.2180808338158,-1.07180959870959
14.36,-37.2656411582868,-1.0725617045789
14.37,-37.313405950547,-1.07331381770872
14.38,-37.361375590042,-1.07406593781605
14.39,-37.4095504214103,-1.07481806461781
14.4,-37.4579307527092,-1.07557019783023
14.41,-37.5065168535647,-1.07632233717043
14.42,-37.5553089532479,-1.07707448235374
14.43,-37.6043072386791,-1.0778266330972
14.44,-37.6535118523435,-1.07857878911565
14.45,-37.7029228901315,-1.07933095012514
14.46,-37.7525403990882,-1.08008311584102
14.47,-37.8023643750739,-1.08083528597832
14.48,-37.852394760337,-1.08158746025191
14.49,-37.9026314409856,-1.08233963837709
14.5,-37.9530742443627,-1.08309182006794
14.51,-38.0037229363177,-1.08384400503911
14.52,-38.0545772183772,-1.08459619300503
14.53,-38.1056367247972,-1.08534838367915
14.54,-38.1569010195116,-1.0861005767761
14.55,-38.2083695929543,-1.08685277200911
14.56,-38.2600418587702,-1.08760496909156
14.57,-38.311917150394,-1.08835716773741
14.58,-38.3639947175017,-1.0891093676593
14.59,-38.4162737223332,-1.08986156857044
14.6,-38.4687532358729,-1.09061377018402
14.61,-38.5214322338897,-1.09136597221235
14.62,-38.5743095928363,-1.09211817436802
14.63,-38.6273840855918,-1.09287037636365
14.64,-38.6806543770547,-1.09362257791096
14.65,-38.7341190195785,-1.09437477872297
14.66,-38.7877764482365,-1.09512697851084
14.67,-38.8416249759311,-1.0958791769869
14.68,-38.8956627883208,-1.0966313738624
14.69,-38.9498879385785,-1.09738356884927
14.7,-39.0042983419648,-1.09813576165889
14.71,-39.0588917702204,-1.09888795200221
14.72,-39.1136658457672,-1.09964013959055
14.73,-39.1686180357198,-1.10039232413552
14.74,-39.2237456456949,-1.1011445053471
14.75,-39.2790458134304,-1.10189668293658
14.76,-39.334515502188,-1.1026488566148
14.77,-39.3901514939602,-1.10340102609195
14.78,-39.4459503824622,-1.10415319107875
14.79,-39.5019085659092,-1.10490535128565
14.8,-39.5580222395829,-1.10565750642244
14.81,-39.6142873881804,-1.1064096561998
14.82,-39.6706997779404,-1.10716180032735
14.83,-39.7272549485575,-1.1079139385153
14.84,-39.7839482048671,-1.10866607047342
14.85,-39.8407746083209,-1.10941819591183
14.86,-39.8977289682352,-1.11017031453974
14.87,-39.954805832828,-1.11092242606703
14.88,-40.0119994800376,-1.11167453020297
14.89,-40.0693039081349,-1.11242662665717
14.9,-40.1267128261241,-1.11317871513891
14.91,-40.1842196439465,-1.11393079535773
14.92,-40.2418174624876,-1.11468286702255
14.93,-40.2994990634028,-1.11543492984273
14.94,-40.3572568987616,-1.11618698352707
14.95,-40.4150830805304,-1.11693902778501
14.96,-40.472969369903,-1.11769106232519
14.97,-40.530907166492,-1.11844308685668
14.98,-40.5888874974026,-1.11919510108864
14.99,-40.6469010061993,-1.11994710472894
15,-40.7049379417965,-1.12069909748709
15.01,-40.7629881472895,-1.12145107907177
15.02,-40.8210410487507,-1.12220304919137
15.03,-40.8790856440241,-1.12295500755484
15.04,-40.9371104915489,-1.12370695387037
15.05,-40.9951036992406,-1.12445888784703
15.06,-41.0530529134733,-1.12521080919285
15.07,-41.1109453082008,-1.12596271761642
15.08,-41.168767574261,-1.1267146128263
15.09,-41.2265059089095,-1.12746649453121
15.1,-41.2841460056362,-1.12821836243886
15.11,-41.3416730443189,-1.12897021625843
15.12,-41.3990716817697,-1.12972205569788
15.13,-41.4563260427412,-1.13047388046556
15.14,-41.5134197114568,-1.13122569027009
15.15,-41.5703357237373,-1.1319774848198
15.16,-41.6270565597955,-1.1327292638225
15.17,-41.683564137783,-1.13348102698741
15.18,-41.7398398081671,-1.13423277402213
15.19,-41.7958643490287,-1.13498450463537
15.2,-41.8516179623692,-1.1357362185352
15.21,-41.9070802715231,-1.13648791543056
15.22,-41.9622303197723,-1.13723959502934
15.23,-42.0170465702636,-1.13799125704014
15.24,-42.0715069073353,-1.13874290117121
15.25,-42.1255886393549,-1.13949452713105
15.26,-42.1792685031799,-1.14024613462812
15.27,-42.2325226703481,-1.14099772337092
15.28,-42.2853267551099,-1.141749293068
15.29,-42.3376558244099,-1.14250084342787
15.3,-42.3894844099287,-1.14325237415874
15.31,-42.4407865222899,-1.14400388496999
15.32,-42.4915356675414,-1.14475537556951
15.33,-42.5417048660044,-1.14550684566625
15.34,-42.5912666735921,-1.14625829496881
15.35,-42.6401932056831,-1.14700972318615
15.36,-42.6884561636359,-1.14776113002727
15.37,-42.7360268640102,-1.14851251520068
15.38,-42.7828762705659,-1.14926387841521
15.39,-42.8289750290822,-1.1500152193802
15.4,-42.8742935050405,-1.15076653780451
15.41,-42.9188018241909,-1.15151783339705
15.42,-42.962469916009,-1.15226910586745
15.43,-43.0052675600269,-1.15302035492439
15.44,-43.0471644350161,-1.15377158027759
15.45,-43.0881301709616,-1.15452278163652
15.46,-43.1281344037622,-1.15527395871025
15.47,-43.1671468325481,-1.15602511120795
15.48,-43.2051372795051,-1.15677623884039
15.49,-43.2420757520639,-1.15752734131649
15.5,-43.2779325072661,-1.15827841834573
15.51,-43.3126781181244,-1.15902946963846
15.52,-43.3462835417542,-1.15978049490478
15.53,-43.3787201890214,-1.16053149385429
15.54,-43.4099599954385,-1.16128246619722
15.55,-43.439975493011,-1.1620334116443
15.56,-43.4687398827212,-1.16278432990512
15.57,-43.4962271072943,-1.16353522069039
15.58,-43.5224119238981,-1.16428608371116
15.59,-43.5472699764101,-1.16503691867744
15.6,-43.5707778668364,-1.16578772530001
15.61,-43.5929132255038,-1.16653850329028
15.62,-43.6136547796122,-1.16728925235894
15.63,-43.6329824197341,-1.16803997221687
15.64,-43.6508772638359,-1.16879066257592
15.65,-43.6673217184543,-1.16954132314674
15.66,-43.6822995365731,-1.17029195364144
15.67,-43.6957958718675,-1.1710425537712
15.68,-43.7077973289003,-1.17179312324811
15.69,-43.7182920089651,-1.17254366178379
15.7,-43.7272695512132,-1.17329416909039
15.71,-43.7347211688012,-1.17404464487994
15.72,-43.7406396797764,-1.17479508886498
15.73,-43.7450195324902,-1.17554550075754
15.74,-43.7478568253299,-1.17629588027082
15.75,-43.7491493206545,-1.17704622711725
15.76,-43.7488964527935,-1.17779654100972
15.77,-43.7470993300833,-1.17854682166105
15.78,-43.7437607308901,-1.17929706878516
15.79,-43.7388850936879,-1.18004728209442
15.8,-43.732478501239,-1.18079746130308
15.81,-43.7245486589877,-1.18154760612497
15.82,-43.7151048678803,-1.18229771627335
15.83,-43.7041579917247,-1.18304779146254
15.84,-43.6917204194185,-1.18379783140701
15.85,-43.6778060222538,-1.18454783582091
15.86,-43.6624301066418,-1.18529780441835
15.87,-43.645609362545,-1.18604773691495
15.88,-43.6273618080411,-1.18679763302519
15.89,-43.6077067303164,-1.1875474924638
15.9,-43.5866646235364,-1.18829731494668
15.91,-43.5642571239777,-1.18904710018915
15.92,-43.5405069428111,-1.18979684790677
15.93,-43.5154377969811,-1.19054655781556
15.94,-43.4890743385704,-1.19129622963131
15.95,-43.4614420830605,-1.19204586307124
15.96,-43.4325673368929,-1.1927954578504
15.97,-43.4024771246935,-1.1935450136864
15.98,-43.3711991165676,-1.19429453029604
15.99,-43.3387615557877,-1.19504400739604
16,-43.3051931869952,-1.19579344470388
